"id","place_name","state","city","city_tag","phone","category","description","image_url","reviews_count","rating","lat","lng"
73,LovingHut Wajir,North Sumatra,Medan City,medan,+62 61 4554041,Vegetarian restaurant,Outpost of a vegan counter-serve chain with Asian-accented menus that vary by location.,https://storage.googleapis.com/travelease-bucket/medan/lovinghut_wajir.jpg,544,4.6,"3.5822056","98.6807731"
74,Vihara Gunung Timur,North Sumatra,Medan City,medan,-,Tourist attraction,"Vihara ini telah menjadi pusat keagamaan komunitas Tionghoa di Medan selama bertahun-tahun dan juga merupakan salah satu ikon multikultural Medan, karena terdapat kuil Hindu tertua, Kuil Sri Mariamman, dan juga masjid bernama Masjid Agung di dekatnya. Vihara ini selalu dipenuhi jamaah pada hari Imlek, Cap Go Meh, dan festival Chit Gwee Pua.",https://storage.googleapis.com/travelease-bucket/medan/vihara_gunung_timur.jpg,523,4.7,"3.577982","98.669017"
75,UNIQLO SUN PLAZA,North Sumatra,Medan City,medan,+62 61 50300558,Clothing store,Clothing retailer producing a collection of casualwear & accessories for men & women.,https://storage.googleapis.com/travelease-bucket/medan/uniqlo_sun_plaza.jpg,1618,4.7,"3.581317","98.6711021"
76,EF Kesturi Medan,North Sumatra,Medan City,medan,+62 1 500 553,English language school,"Good place to study english , all of the teachers are friendly and professional.",https://storage.googleapis.com/travelease-bucket/medan/ef_kesturi_medan.jpg,107,4.8,"3.5766459","98.6706228"
77,Museum Adityawarman,Sumatera Barat,Kota Padang,padang,+62 821-7100-3088,Wisata Budaya dan Sejarah,Museum sejarah dan kebudayaan regional yang dikelola negara di sebuah bangunan tradisional beratap menara.,https://storage.googleapis.com/travelease-bucket/padang/museum_adityawarman.jpg,3335,4.4,-0.9567959,"100.3562191"
78,Taman Nirwana,Sumatera Barat,Kota Padang,padang,+62 813-7807-5610,Taman,"Taman Nirwana mempunyai daya tarik ufama wisata bahari, memiliki potensi wisata di sepanjang pantai yang memiliki panorama alam yang indah. ",https://storage.googleapis.com/travelease-bucket/padang/taman_nirwana.jpg,257,4.3,-1.0150672,"100.3902478"
79,Taman Muaro Lasak,Sumatera Barat,Kota Padang,padang,-,Taman,Taman Muaro Lasak merupakan taman kota di Padang yang langsung bersentuhan dengan pantai dan menawarkan pemandangan yang indah.,https://storage.googleapis.com/travelease-bucket/padang/taman_muaro_lasak.jpg,113,4.3,-0.9291107,"100.3501138"
80,Taplau Pantai Padang,Sumatera Barat,Kota Padang,padang,-,Pantai,"Pantai ini terletak pada kawasan padat perkotaan di Kecamatan Padang Barat, dan membentang dari daerah Purus hingga muara Batang Arau. Pantai ini berjarak kurang lebih 23 km dari Bandar Udara Internasional Minangkabau atau 30 menit perjalanan darat dengan mobil.",https://storage.googleapis.com/travelease-bucket/padang/taplau_pantai_padang.jpg,257,4.4,-0.9484478,"100.3518922"
81,Masjid Raya Syekh Ahmad Khatib Al Minangkabawi Sumatera Barat,Sumatera Barat,Kota Padang,padang,-,Wisata Budaya dan Sejarah,Pusat ibadah dan belajar Islam yang megah dengan 4 atap lancip yang meniru rumah tradisional suku.,https://storage.googleapis.com/travelease-bucket/padang/masjid_raya_syekh_ahmad_khatib_al_minangkabawi_sumatera_barat.jpg,21195,4.8,-0.9242957,"100.3624336"
82,Bukit Nobi Hill,Sumatera Barat,Kota Padang,padang,-,hiking area,"Bukit ini terkenal dengan pemandangan alam yang memukau, seperti hamparan hijau perbukitan, pepohonan yang rindang, dan keindahan panorama Kota Padang yang terbentang luas. Selain itu, Bukit Nobi juga menjadi tempat favorit para pecinta fotografi karena keindahan alamnya yang menawarkan banyak spot foto yang menarik.",https://storage.googleapis.com/travelease-bucket/padang/bukit_nobi_hill.jpg,160,4.4,-0.9735541,"100.4157254"
83,Batu Malin Kundang,-,-,padang,-,Wisata Budaya dan Sejarah,"Batu Malin Kundang adalah sebuah batu besar yang terletak di pantai Air Manis, Padang, Sumatra Barat, yang konon merupakan batu petrifikasi dari seorang anak yang dikutuk menjadi batu.",https://storage.googleapis.com/travelease-bucket/padang/batu_malin_kundang.jpg,2583,4.1,-0.9944478,"100.3645746"
84,Mentawai Experience Travel,Sumatera Barat,Kota Padang,padang,+62 813-7460-0582,Tour Guide,"Mentawai Experience Travel adalah penyedia layanan tur dan perjalanan yang mengkhususkan diri dalam menawarkan pengalaman wisata ke Kepulauan Mentawai, Sumatra Barat. Menyajikan perjalanan yang terfokus pada keindahan alam, budaya lokal, serta petualangan luar ruangan, wisatawan dapat menikmati aktivitas seperti berselancar di ombak kelas dunia, menjelajahi hutan tropis, serta berinteraksi dengan suku-suku asli Mentawai. ",https://storage.googleapis.com/travelease-bucket/padang/mentawai_experience_travel.jpg,5,5.0,-0.9610692,"100.3540466"
85,Taman Siti Nurbaya,Sumatera Barat,Kota Padang,padang,-,Taman,"Taman ini adalah kawasan wisata di padang yang berada di puncak bukit Muara Batang Arau yang dikenal dengan Bukit Sitti Nurbaya. Sesuai dengan namanya, oleh masyarakat Padang dipercaya bahwa di wilayah taman ini terdapat sebuah tumpukan batu yang di percaya sebagai makam Sitti Nurbaya yang pernah di ceritakan menjalin cinta dengan Samsulbahri namun di paksa dan dijodohkan dengan Datuk Maringgih.",https://storage.googleapis.com/travelease-bucket/padang/taman_siti_nurbaya.jpg,506,4.6,-0.9653256,"100.359632"
86,Wisata Air terjun Lubuk Hitam Lestari,Sumatera Barat,Kota Padang,padang,+62 812-7034-9099,Wisata Alam,"Wisata Air Terjun Lubuk Hitam Lestari adalah destinasi alam yang terletak di Kabupaten Solok, Sumatra Barat. Air terjun ini terkenal dengan keindahan alamnya yang masih alami, dikelilingi oleh hutan tropis yang asri. ",https://storage.googleapis.com/travelease-bucket/padang/wisata_air_terjun_lubuk_hitam_lestari.jpg,56,4.6,-1.0524651,"100.4237422"
87,Jambak Sea Turtle Camp,Sumatera Barat,Kota Padang,padang,+62 852-6367-0910,Konservasi Alam,"Jambak Sea Turtle Camp adalah sebuah pusat konservasi penyu yang terletak di Pantai Jambak, Sumatra Barat. Tempat ini didedikasikan untuk melindungi dan melestarikan spesies penyu yang terancam punah.",https://storage.googleapis.com/travelease-bucket/padang/jambak_sea_turtle_camp.jpg,165,4.6,-0.8278298,"100.3023362"
88,Taplau Padang,Sumatera Barat,Kota Padang,padang,-,Pantai,"Taplau Padang adalah kawasan tepi laut yang populer di Padang, Sumatra Barat, yang menawarkan pemandangan laut yang indah dan berbagai kuliner khas yang bisa dinikmati sambil bersantai.",https://storage.googleapis.com/travelease-bucket/padang/taplau_padang.jpg,1558,4.5,-0.9305813,"100.3500867"
89,Lubuk Paraku,Sumatera Barat,Kota Padang,padang,-,Cagar alam nasional," Lubuk Paraku sebuah keindahan alam yang tersembunyi di kaki Gunung Singgalang, sekitar 20 kilometer dari pusat Kota Padang",https://storage.googleapis.com/travelease-bucket/padang/lubuk_paraku.jpg,220,4.3,-0.9468913,"100.5070291"
90,Kelenteng See Hien Kiong,Sumatera Barat,Kota Padang,padang,-,Tempat Ibadah,Kelenteng See Hien Kiong adalah tempat ibadah Tionghoa di Sumatera Barat. Kelenteng ini merupakan warisan budaya Tionghoa di Padang.,https://storage.googleapis.com/travelease-bucket/padang/kelenteng_see_hien_kiong.jpg,560,4.6,-0.9621315,"100.3627471"
91,Bendungan Niagara Koto Pulai,Sumatera Barat,Kota Padang,padang,-,Wisata Alam,"Bendungan Niagara Koto Pulai adalah bendungan yang terletak di Koto Pulai, Sumatra Barat, yang terkenal dengan pemandangan air terjun buatan yang mirip dengan Niagara. Tempat ini menawarkan keindahan alam dengan suasana yang tenang, cocok untuk berwisata alam, menikmati keindahan air terjun, serta berfoto.",https://storage.googleapis.com/travelease-bucket/padang/bendungan_niagara_koto_pulai.jpg,161,4.2,-0.8466819,"100.3575238"
92,Yangi beach Cafe,Sumatera Barat,Kota Padang,padang,+62 813-3788-5476,Café,"Yangi Beach Cafe adalah kafe yang terletak di dekat pantai, menawarkan suasana santai dengan pemandangan laut yang indah, serta berbagai pilihan makanan dan minuman yang lezat. Tempat ini menjadi destinasi yang ideal untuk menikmati waktu bersantai sambil menikmati hidangan segar dan menikmati keindahan alam sekitar.",https://storage.googleapis.com/travelease-bucket/padang/yangi_beach_cafe.jpg,455,4.3,-1.0450249,"100.4130331"
93,Kampung Adat Rimbo Tarok,Sumatera Barat,Kota Padang,padang,+62 821-5844-0307,Wisata Budaya dan Adat,"Kampung Adat Rimbo Tarok adalah desa adat yang terletak di Kabupaten Tanah Datar, Sumatra Barat, yang mempertahankan tradisi dan budaya Minangkabau secara turun-temurun. Pengunjung dapat menikmati pengalaman belajar tentang kehidupan masyarakat adat, rumah tradisional Rumah Gadang, serta berbagai upacara adat yang masih dilestarikan hingga kini.",https://storage.googleapis.com/travelease-bucket/padang/kampung_adat_rimbo_tarok.jpg,8,5.0,-0.8952538,"100.4076103"
94,Air Terjun Sarasah,Sumatera Barat,Kota Padang,padang,-,Wisata Alam,"Terletak di kawasan Bukit Barisan, Solok menjadi destinasi favorit bagi wisatawan yang mencari ketenangan serta ingin menikmati keindahan alam yang masih asri.",https://storage.googleapis.com/travelease-bucket/padang/air_terjun_sarasah.jpg,135,4.3,-0.9328629,"100.4991464"
95,Jembatan Siti Nurbaya,Sumatera Barat,Kota Padang,padang,+62 852-7420-2292,Jembatan,"Jembatan kendaraan & pejalan kaki berlampu, tempat wisata populer untuk lalu lintas kapal & matahari terbenam.",https://storage.googleapis.com/travelease-bucket/padang/jembatan_siti_nurbaya.jpg,2479,4.5,-0.9652237,"100.3590277"
96,Kampung Pondok,West Sumatra,Padang City,padang,-,Wisata Budaya,"Daerah ini merupakan salah satu pusat aktivitas ekonomi Kota Padang, bahkan Sumatera Barat. Geliat perdagangan tersebut sudah sangat terasa sejak zaman kolonial.",https://storage.googleapis.com/travelease-bucket/padang/kampung_pondok.jpg,0,0.0,-0.959594,"100.3603161"
97,Mercure Padang,West Sumatra,Padang City,padang,+62 751 891188,Hotel,"Polished quarters in a contemporary hotel offering a sleek restaurant & an outdoor pool, plus a gym.",https://storage.googleapis.com/travelease-bucket/padang/mercure_padang.jpg,5699,4.5,-0.9358997,"100.3527424"
98,Air Manis,West Sumatra,Padang City,padang,-,Pantai,"Pantai ini dikenal dengan ombaknya yang kecil, memiliki panorama yang indah di sisi utaranya dan legenda Malin Kundang.",https://storage.googleapis.com/travelease-bucket/padang/air_manis.jpg,0,0.0,-0.9825073,"100.3638252"
99,Panorama 2 Sitinjau Lauik,Sumatera Barat,Kota Padang,padang,-,Wisata Alam,"Panorama 2 Sitinjau Lauik adalah sebuah destinasi wisata yang terletak di jalur trans Sumatra, Padang, yang menawarkan pemandangan alam yang spektakuler dengan lembah dan perbukitan hijau. Tempat ini terkenal sebagai titik berhenti untuk menikmati pemandangan indah dan mengambil foto di sepanjang perjalanan menuju ke arah Kota Padang.",https://storage.googleapis.com/travelease-bucket/padang/panorama_2_sitinjau_lauik.jpg,1090,4.6,-0.9384881,"100.5341791"
100,PASIA Nan Tigo Grounding Area,Sumatera Barat,Kota Padang,padang,-,Wisata Alam dan Pantai,"Lokasi wisata yang terletak di Pesisir Selatan, Sumatra Barat, yang menawarkan pemandangan alam yang indah, termasuk pantai dan laut lepas.",https://storage.googleapis.com/travelease-bucket/padang/pasia_nan_tigo_grounding_area.jpg,0,0.0,-0.8248474,"100.2999152"
101,Narmada Park,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Taman Kota,"Taman yang luasnya sekitar 2 ha(hektar are) ini dibangun pada tahun 1727 oleh Raja Mataram Lombok, Anak Agung Ngurah Karang Asem, sebagai tempat upacara Pakelem yang diselenggarakan setiap purnama kelima tahun śaka (Oktober-November). Selain tempat upacara, Taman Narmada juga digunakan sebagai tempat peristirahatan keluarga raja pada saat musim kemarau.",https://storage.googleapis.com/travelease-bucket/lombok/narmada_park.jpg,993,4.4,-8.5952444,"116.2045501"
102,Taman Mayura,Nusa Tenggara Bar.,Kota Mataram,lombok,+62 878-6328-6625,Taman Kota,"Taman Mayura adalah sebuah taman yang dibangun oleh raja sebagai kompleks istana raja. Taman Mayura juga memiliki kediaman kerajaan dalam hal diduduki oleh raja saat beristirahat di taman, yang sekarang berada di Padmasana",https://storage.googleapis.com/travelease-bucket/lombok/taman_mayura.jpg,2236,4.4,-8.5868261,"116.1330549"
103,Narmada Botanic Garden,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,+62 819-3300-0339,Taman Botanik,"Destinasi ini cocok untuk wisata, dengan berbagai jenis bunga dan buah. Ruang yang luas memungkinkan pengunjung menikmati segala yang ditawarkan. Akses mudah, harga terjangkau, dan pengalaman yang sangat berharga.",https://storage.googleapis.com/travelease-bucket/lombok/narmada_botanic_garden.jpg,1368,4.2,-8.5921289,"116.2059179"
104,Benang Stokel and Benang Kelambu Waterfall,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,+62 819-4980-0700,Wisata Alam,Perlu tiket untuk melihat 2 air terjun yang mengalir di atas tebing yang tertutup pakis di area hutan.,https://storage.googleapis.com/travelease-bucket/lombok/benang_stokel_and_benang_kelambu_waterfall.jpg,1286,4.3,-8.533019,"116.3413827"
105,Bat Cave of Goa Bangkang Prabu_Kuta,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,+62 819-9910-2008,Tujuan Wisata,"Goa Bangkang Prabu terletak di Desa Prabu, Kecamatan Pujut, Kabupaten Lombok Tengah. Gua ini adalah formasi alami yang tercipta dari batuan karst dengan interior megah yang dipenuhi stalaktit dan stalagmit. Goa ini sering disebut juga sebagai “Bat Cave” karena menjadi habitat bagi ribuan kelelawar yang menghuni langit-langitnya.",https://storage.googleapis.com/travelease-bucket/lombok/bat_cave_of_goa_bangkang_prabu_kuta.jpg,468,4.3,-8.8866277,"116.2547365"
106,Air Terjun Sendang Gile,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,+62 822-3634-3282,Wisata Alam,"Situs menawan dengan 2 air terjun, diakses melalui jalan setapak yang dikelilingi hutan rimbun indah.",https://storage.googleapis.com/travelease-bucket/lombok/air_terjun_sendang_gile.jpg,1656,4.6,-8.3062412,"116.4083416"
107,Tetebatu Monkey Forest,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 819-0737-8703,Wisata Alam,Hutan Monyet Tetebatu merupakan hutan lebat yang menjadi rumah bagi kera abu-abu dan lutung hitam.,https://storage.googleapis.com/travelease-bucket/lombok/tetebatu_monkey_forest.jpg,199,4.3,-8.5307716,"116.4170685"
108,Sade Village,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,+62 819-1633-0353,Wisata Sejarah & Budaya,"Desa tradisional Lombok yang terkenal dengan gubuk anyaman tinggi, pedagang tekstil & pertunjukan jalanan.",https://storage.googleapis.com/travelease-bucket/lombok/sade_village.jpg,9422,4.5,-8.8393082,"116.2919871"
109,Pelawangan Sembalun,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Wisata Alam,Tempat berkemah sebelum menuju Puncak Rinjani keesokan paginya. Terdapat pemandangan matahari terbenam yang indah menghadap danau dan lereng huruf E yang terkenal menuju Puncak Rinjani,https://storage.googleapis.com/travelease-bucket/lombok/pelawangan_sembalun.jpg,333,4.8,-8.3938231,"116.4404638"
110,Museum Negeri Nusa Tenggara Barat,Nusa Tenggara Bar.,Kota Mataram,lombok,-,Wisata Sejarah & Budaya,"Museum negara yang menampilkan beragam seni, kerajinan & baju pengantin tradisional Indonesia.",https://storage.googleapis.com/travelease-bucket/lombok/museum_negeri_nusa_tenggara_barat.jpg,1746,4.6,-8.5850895,"116.0858706"
111,Pergasingan Hill,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 818-0579-1762,hiking area,"Salah satu bukit yang terkenal di daerah Sembalun, Kawasan Gunung Rinjani. Dari desa Sembalun, kita harus mendaki sekitar 1.000 meter. Jalanan yang dilalui pun agak terjal. Cocok buat Anda yang suka dengan tantangan. ",https://storage.googleapis.com/travelease-bucket/lombok/pergasingan_hill.jpg,231,4.9,-8.3425238,"116.5425977"
112,Pura Lingsar,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Wisata Sejarah & Budaya,"Situs beribadat multi-denominasi dengan pura indah, taman tenang, dan kolam teratai.",https://storage.googleapis.com/travelease-bucket/lombok/pura_lingsar.jpg,363,4.3,-8.5758879,"116.18106"
113,Bukit Selong,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Hiking Area,"Bukit Selong terletak di Sembalun. Dari atas bukit selong  terdapat pemandangan jajaran perbukitan yang mengelilinginya dan hamparan sawah di bawahnya. Bukit Selong tidak terlalu tinggi, cocok untuk anak-anak.",https://storage.googleapis.com/travelease-bucket/lombok/bukit_selong.jpg,1522,4.6,-8.3652742,"116.5400344"
114,Mangku Sakti Waterfall Sajang,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 811-3992-018,Tujuan Wisata,Air Terjun Mangku Santa Merupakan Air Terjun Yang berada di kawasan Taman National Gunung Rinjani. Jalur Utama dan registrasi pengunjung Ada di Bale Lokaq Sajang. Air Terjun Mangku Sakti pertama kali di perkenalkan Oleh Pemuda Adat Peduli Alam Rinjani (PAPAR) Sajang pada tahun 2009. Jalur resmi hanya lewat Bale Lokaq Sajang.,https://storage.googleapis.com/travelease-bucket/lombok/mangku_sakti_waterfall_sajang.jpg,185,4.4,-8.3146961,"116.4697579"
115,Pura Narmada,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,+62 823-4164-7634,"Wisata Sejarah, Budaya, dan Religi",Pura Narmada merupakan sebuah Pura yang berada di lokasi Taman Narmada. Nama Narmada sendiri diambil dari sebuah sungai yang Suci di India yang bernama Narmada,https://storage.googleapis.com/travelease-bucket/lombok/pura_narmada.jpg,324,4.4,-8.5948102,"116.2049057"
116,Taman Nasional Gunung Rinjani,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Hiking Area,"Taman nasional pegunungan & area mendaki dengan perkemahan, pendakian berpemandu & panorama yang memukau.",https://storage.googleapis.com/travelease-bucket/lombok/taman_nasional_gunung_rinjani.jpg,1715,4.7,-8.4254297,"116.3958027"
117,Sembalun Village,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 877-7730-1990,Wisata Alam,"Terkenal dengan kekayaan pertanian, alam, dan budayanya , dengan penduduk lokal yang ramah tinggal di dasar kaldera gunung berapi tua Sembalun pada ketinggian 1200 m.",https://storage.googleapis.com/travelease-bucket/lombok/sembalun_village.jpg,264,4.7,-8.3706758,"116.537935"
118,Lombok Wildlife Park,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,+62 818-261-979,Kebun Binatang,"Lombok Wildlife Park adalah taman margasatwa yang terletak di Lombok, Nusa Tenggara Barat, yang menampilkan berbagai spesies hewan asli Indonesia dan internasional dalam lingkungan yang alami dan terjaga. Pengunjung dapat menikmati pengalaman edukatif tentang konservasi satwa sambil berinteraksi dengan berbagai jenis hewan di area yang luas dan ramah keluarga.",https://storage.googleapis.com/travelease-bucket/lombok/lombok_wildlife_park.jpg,2199,4.5,-8.398185,"116.126909"
119,Tiu Kelep Waterfall,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Wisata Alam,"Air Terjun Tiu Kelep terletak di Desa Senaru, Kabupaten Lombok Utara, Nusa Tenggara Barat. Air terjun setinggi 42 meter yang bertingkat-tingkat ini terletak pada kaki Gunung Rinjani dan berdekatan dengan Air Terjun Sendang Gile. Tiu Kelep dapat ditempuh dalam waktu sekitar 2.5 jam dari kota Mataram. Dalam bahasa Sasak, tiu artinya kolam renang sementara kelep artinya terbang.",https://storage.googleapis.com/travelease-bucket/lombok/tiu_kelep_waterfall.jpg,414,4.7,-8.3127426,"116.4041108"
120,Tiu Pupus,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Wisata Alam,"Air terjun Tiu Pupus memiliki ketinggian sekitar 20 meter, dibawahnya membentuk kolam seluas sekitar 10 meter persegi, dengan kedalaman kolam mencapai sekitar 4 meter. Sekitar air terjun terlihat semakin indah dan asri, dengan keberadaan aneka tanaman bunga yang diatur dengan rapinya seperti taman.",https://storage.googleapis.com/travelease-bucket/lombok/tiu_pupus.jpg,144,4.1,-8.3397401,"116.2187359"
121,Bukit Pergasingan,Nusa Tenggara Bar.,East Lombok Regency,lombok,-,Area Mendaki,Jalur hiking terjal ke arah bukit berhutan lebat untuk panorama luas lahan pertanian & Gunung Rinjani berapi.,https://storage.googleapis.com/travelease-bucket/lombok/bukit_pergasingan.jpg,661,4.8,-8.3454136,"116.5330492"
122,Mawi Beach,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,Pantai Mawi berjarak sekitar 16 km dari Bandara Internasional Lombok dan berada di sebelah kiri Pantai Selong Belanak. Pantai ini memiliki bentangan yang luas pasir berwarna putih dan berada di balik perbukitan. Pantai yang mempunyai keindahan pemandangan alam sangat menawan juga memiliki ombak besar yang disukai wisatawan yang hobi berselancar.,https://storage.googleapis.com/travelease-bucket/lombok/mawi_beach.jpg,316,4.2,-8.8877836,"116.1606752"
123,Pura Gunung Sari,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Wisata Sejarah & Budaya,"Terletak di Desa Pakraman Wanayu-Mas, pura ini bukan hanya tempat pemujaan, tetapi juga merupakan saksi bisu perjalanan panjang peradaban Bali. Diperkirakan berdiri sejak abad X, Pura Gunung Sari memiliki sejarah yang kaya, meskipun keberadaannya masih dipenuhi misteri.",https://storage.googleapis.com/travelease-bucket/lombok/pura_gunung_sari.jpg,246,4.6,-8.5451186,"116.111572"
124,Nipah Beach,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Pantai,"Terletak di utara Lombok, hanya 30 menit dari Senggigi. Sebelum memasuki pantai ini, banyak orang lokal yang menjual ikan bakar di pinggir jalan. Ketika masuk ke pantainya terdapat pemandangan pantai dengan pasir putih. ",https://storage.googleapis.com/travelease-bucket/lombok/nipah_beach.jpg,643,4.6,-8.4332037,"116.0457672"
125,Otak kokok Joben Evergreen,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 878-8230-9209,Wisata Alam,Kolam renang & air terjun di sekitar hutan adalah objek wisata utama di taman alam yang tenang ini.,https://storage.googleapis.com/travelease-bucket/lombok/otak_kokok_joben_evergreen.jpg,927,4.1,-8.5341201,"116.3988654"
126,Orong Bukal,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,+62 852-3883-9272,Hiking Area,"Pantai Orong Bukal di Desa Buwun Mas, Kecamatan Sekotong, Lombok Barat, saat ini menjadi primadona wisatawan lokal. Pemandangan pantai dengan bentangan alam yang memanjakan mata seakan mengingatkan suasana pantai di Nusa Penida, Bali.",https://storage.googleapis.com/travelease-bucket/lombok/orong_bukal.jpg,212,4.6,-8.8811842,"115.9825376"
127,Taman Wisata Pusuk Sembalun (Tourist Park),Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Wisata Alam,"Pusuk Sembalun adalah kawasan wisata pegunungan yang memiliki tinggi sekitar 900-1300 mdpl dan terletak di Jalan Wisata Rinjani, Desa Sembalun Bumbung, Kabupaten Lombok Timur di bawah kaki Gunung Rinjani.",https://storage.googleapis.com/travelease-bucket/lombok/taman_wisata_pusuk_sembalun_(tourist_park).jpg,673,4.7,-8.4151495,"116.5382383"
128,Puncak Pusuk Sembalun,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 877-5886-8565,Area Mendaki,"Puncak Pusuk Sembalun adalah salah satu destinasi wisata yang terletak di Sembalun, sebuah daerah di Kabupaten Lombok Timur, Nusa Tenggara Barat (NTB), Indonesia. Puncak Pusuk Sembalun dikenal karena pemandangan alam yang memukau, dengan hamparan pegunungan, lembah hijau, dan udara sejuk yang menyegarkan.",https://storage.googleapis.com/travelease-bucket/lombok/puncak_pusuk_sembalun.jpg,41,4.7,-8.4142453,"116.5353416"
129,Tetebatu Waterfall,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Wisata Alam,"Air Terjun Tetebatu merupakan destinasi yang indah dan damai yang menawarkan suasana menyegarkan dari hiruk pikuk kota. Pengunjung dapat menikmati pemandangan alam yang menakjubkan, bersantai di sumber air panas alami, serta menjelajahi budaya dan kuliner setempat. Dengan berbagai pilihan akomodasi dan transportasi, mudah untuk merencanakan perjalanan ke Air Terjun Tetebatu dan merasakan keindahan Lombok.",https://storage.googleapis.com/travelease-bucket/lombok/tetebatu_waterfall.jpg,164,4.2,-8.539947,"116.421514"
130,Durian Indah waterfall,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Wisata Alam,"Air Terjun Tetebatu utama di Durian Indah adalah air terjun setinggi 10 meter yang mengalir menuruni bebatuan gelap dan dikelilingi oleh daerah kantong kecil tebing hutan dan pepohonan hijau. Di dasarnya, terdapat kolam alami yang besar dan jernih untuk berenang.",https://storage.googleapis.com/travelease-bucket/lombok/durian_indah_waterfall.jpg,29,3.7,-8.5407237,"116.4233882"
131,Air Terjun Jeruk Manis,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 819-0737-8703,Wisata Alam,"Mengalir di lembah yang sempit, Air Terjun Jeruk Manis merupakan bagian dari Taman Nasional Gunung Rinjani. Air terjun ini memiliki ketinggian sekitar 30 meter, kemudian mengalir ke sungai kecil yang penuh dengan bebatuan.",https://storage.googleapis.com/travelease-bucket/lombok/air_terjun_jeruk_manis.jpg,223,4.0,-8.5154529,"116.4240234"
132,Pantai Nambung,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai Nambung di Lombok Barat menawarkan keindahan alam, air terjun unik, dan aktivitas seru seperti berenang dan berselancar",https://storage.googleapis.com/travelease-bucket/lombok/pantai_nambung.jpg,123,4.5,-8.8691785,"116.1038278"
133,Pantai Torok,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Saat tiba di Pantai Torok, kamu akan disambut dengan hamparan pasir berwarna kuning keemasan yang memiliki butiran lembut. Ditambah lagi dengan pemandangan alam sekitar yang berupa bukit-bukit hijau yang menambah keindahan panorama yang ada. Kawasan pantai torok ini sangatlah bersih dan bebas dari sampah.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_torok.jpg,195,4.4,-8.8667173,"116.1217439"
134,Bukit Merese,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,+62 821-1194-2348,Wisata Alam,"Bukit merese terletak tidak terlalu jauh dengan Pantai Aan. Salah satu keindahan Bukit Merese adalah bentang pasir putih Pantai Aan, ditambah dengan gradasi warna laut berupa biru kehijauan. Dari atas bukit, pengunjung juga dapat melihat keindahan Pantai Seger dan Pantai Kuta yang terletak di sebelah barat.",https://storage.googleapis.com/travelease-bucket/lombok/bukit_merese.jpg,7271,4.7,-8.9139299,"116.3190063"
135,Pantai Kores,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Pantai,"Pantai yang indah, terdapat pelabuhan menuju gili asahan dan pemandangan gili yang indah",https://storage.googleapis.com/travelease-bucket/lombok/pantai_kores.jpg,83,4.4,-8.7537976,"115.8805014"
